t_s,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,mx_uT,my_uT,mz_uT
393.243,-0.187134,-0.035217,-0.972046,-0.259542,0.740458,-1.541985,0,0,0
393.248,-0.184753,-0.039185,-0.984131,-1.267176,2.198473,-1.19084,0,0,0
393.253,-0.177185,-0.034363,-0.992554,-2.580153,3.450382,-0.832061,105.000008,93.900002,-71.100006
393.258,-0.167358,-0.022949,-0.997803,-3.641221,3.900763,-0.396947,0,0,0
393.263,-0.15979,-0.012085,-0.997009,-4.114504,3.625954,-0.412214,103.650002,93.150002,-70.650002
393.268,-0.157349,-0.003357,-0.994202,-3.900763,2.633588,-0.557252,104.850006,94.050003,-70.350006
393.273,-0.15509,-0.000488,-0.991577,-3.038168,1.244275,-0.725191,0,0,0
393.278,-0.161682,-0.00647,-0.98584,-1.946565,0.129771,-1.091603,104.400002,93.600006,-70.800003
393.284,-0.168884,-0.017273,-0.98761,-1.114504,-0.480916,-1.328244,0,0,0
393.288,-0.177734,-0.025452,-0.988342,-0.954198,-0.396947,-1.29771,103.200005,93.300003,-69.600006
393.293,-0.184021,-0.029724,-0.989685,-1.282443,0.19084,-1.19084,0,0,0
393.298,-0.184631,-0.029297,-0.995056,-2.091603,1.038168,-1.045802,104.250008,93.450005,-70.950005
393.303,-0.179016,-0.023438,-0.996582,-2.862595,1.854962,-0.664122,0,0,0
393.308,-0.175049,-0.015564,-0.995728,-3.389313,2.358779,-0.59542,103.950005,93.450005,-70.650002
393.313,-0.167725,-0.008911,-0.991882,-3.328244,2.435115,-0.648855,0,0,0
393.318,-0.16449,-0.00415,-0.989014,-2.70229,2.068702,-0.885496,104.700005,94.200005,-70.5
393.323,-0.163086,-0.007385,-0.982727,-1.984733,1.519084,-1.061069,0,0,0
393.329,-0.16449,-0.013428,-0.978638,-1.435115,0.954198,-1.10687,104.100006,93.600006,-70.800003
393.333,-0.167175,-0.022156,-0.979431,-1.267176,0.839695,-1.137405,0,0,0
393.338,-0.171814,-0.028076,-0.982361,-1.603053,0.89313,-1.068702,104.400002,94.200005,-69.600006
393.343,-0.172363,-0.028198,-0.992615,-2.175573,1.198473,-0.969466,0,0,0
393.348,-0.171936,-0.026917,-0.998474,-2.816794,1.587786,-0.709924,104.100006,94.800003,-71.100006
393.353,-0.171753,-0.020813,-1.003235,-3.175573,1.633588,-0.625954,0,0,0
393.358,-0.168091,-0.015625,-1.011536,-3.29771,1.572519,-0.633588,103.650002,93.450005,-70.950005
393.363,-0.169983,-0.011475,-1.009033,-2.916031,1.358779,-0.679389,0,0,0
393.368,-0.171143,-0.009949,-1.002075,-2.351145,1.137405,-0.862595,104.700005,94.5,-69.600006
393.373,-0.171143,-0.010376,-0.990112,-1.824427,0.877863,-1.091603,0,0,0
393.378,-0.171997,-0.016663,-0.983765,-1.503817,0.770992,-1.145038,103.050003,94.350006,-69.75
393.384,-0.172424,-0.019775,-0.977356,-1.412214,0.938931,-1.061069,0,0,0
393.388,-0.170044,-0.021484,-0.971863,-1.59542,1.389313,-1.083969,105.900002,93.900002,-71.100006
393.393,-0.170471,-0.024597,-0.979065,-2.061069,1.770992,-1.061069,0,0,0
393.398,-0.169189,-0.023438,-0.98175,-2.534351,2.206107,-0.877863,103.350006,93.150002,-70.050003
393.403,-0.165955,-0.022583,-0.994812,-2.847328,2.251908,-0.717557,0,0,0
393.408,-0.166199,-0.016296,-1.003662,-2.969466,1.916031,-0.671756,104.250008,94.050003,-70.350006
393.413,-0.168091,-0.014465,-1.011047,-2.862595,1.458015,-0.816794,0,0,0
393.418,-0.168091,-0.013733,-1.009644,-2.671756,0.954198,-0.946565,103.200005,93.300003,-70.5
393.423,-0.172302,-0.013733,-1.000916,-2.335878,0.648855,-0.992366,0,0,0
393.429,-0.175232,-0.016479,-0.993408,-1.992366,0.389313,-1.083969,104.250008,93.150002,-70.350006
393.433,-0.17572,-0.017883,-0.983032,-1.954198,0.473282,-1.160305,0,0,0
393.439,-0.175903,-0.019348,-0.980286,-1.78626,0.847328,-1.152672,104.850006,93.150002,-70.950005
393.443,-0.174194,-0.019409,-0.976196,-1.870229,1.29771,-1.007634,0,0,0
393.448,-0.173584,-0.022278,-0.976318,-2.068702,1.778626,-0.961832,105.150002,93.75,-71.550003
393.453,-0.17218,-0.021729,-0.984863,-2.351145,2.10687,-0.862595,0,0,0
393.458,-0.170227,-0.019226,-0.992737,-2.580153,2.206107,-0.78626,105.450005,93.150002,-70.350006
393.463,-0.169189,-0.018738,-1.002441,-2.603053,2.114504,-0.763359,0,0,0
393.468,-0.166321,-0.017883,-1.002686,-2.618321,1.687023,-0.923664,104.100006,93,-71.100006
393.473,-0.166687,-0.015625,-0.998047,-2.465649,1.206107,-1,0,0,0
