t_s,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,mx_uT,my_uT,mz_uT
391.823,-0.202881,-0.029419,-1.082031,-7.732824,4.458015,-0.80916,0,0,0
391.829,-0.254578,-0.0672,-1.293579,-9.78626,4.725191,0.015267,104.250008,95.25,-71.25
391.834,-0.145142,0.024292,-0.992432,-12.106871,6.312977,2.312977,0,0,0
391.838,-0.05426,0.105347,-0.705261,-8.557252,4.923664,1.274809,104.250008,94.950005,-71.25
391.843,-0.058777,0.097046,-0.674866,-0.740458,1.458015,-2.152672,0,0,0
391.848,-0.128418,0.031433,-0.81366,6.465649,-1.641221,-4.389313,103.350006,93.75,-69.150002
391.853,-0.166809,-0.036377,-0.925354,9.519084,-3.206107,-3.916031,0,0,0
391.858,-0.192383,-0.085083,-0.995483,8.564885,-2.732824,-2.984733,104.250008,93.450005,-71.25
391.863,-0.229248,-0.122559,-1.111633,3.557252,-1.862595,-1.870229,0,0,0
391.868,-0.251221,-0.135315,-1.203979,-3.969466,-0.114504,-0.274809,105.000008,93.900002,-70.200005
391.873,-0.222656,-0.065613,-1.125977,-11.038168,2.312977,1.305344,104.400002,93.900002,-69.900002
391.878,-0.192078,0.003723,-1.048889,-14.053435,4.175572,2.022901,0,0,0
391.884,-0.166687,0.035095,-1.028015,-12.938931,5.007634,2.137405,102.900002,94.5,-70.200005
391.888,-0.13269,0.062256,-0.953308,-8.717557,4.984733,1.374046,0,0,0
391.893,-0.108154,0.067383,-0.869202,-2.854962,3.251908,-0.152672,105.150002,93.75,-70.650002
391.898,-0.113647,0.037964,-0.852783,2.870229,1.137405,-2.236641,0,0,0
391.903,-0.139526,-0.005554,-0.888855,7.007634,-0.625954,-3.984733,104.550003,93.450005,-70.650002
391.908,-0.181519,-0.05658,-0.982849,8.129771,-1.40458,-4.351145,0,0,0
391.913,-0.21582,-0.098022,-1.080139,5.29771,-1.076336,-3.129771,103.950005,94.350006,-70.950005
391.918,-0.210754,-0.097351,-1.082397,-0.053435,0.29771,-1.29771,0,0,0
391.923,-0.193481,-0.059875,-1.039673,-5.572519,1.40458,0,103.950005,93.150002,-71.25
391.928,-0.189819,-0.027039,-1.037537,-9.251908,1.839695,0.618321,0,0,0
391.933,-0.174744,0.010925,-1.00061,-10.328244,2.091603,0.89313,105.750008,94.650002,-70.350006
391.938,-0.148804,0.0448,-0.926453,-8.335877,2.10687,0.70229,0,0,0
391.943,-0.139099,0.048767,-0.893555,-4.045802,1.732824,-0.312977,103.950005,93.450005,-70.350006
391.948,-0.100403,0.064453,-0.743103,1.259542,0.549618,-1.687023,0,0,0
391.953,-0.131409,0.031555,-0.766357,7.412214,0.305344,-4.206107,104.550003,93.150002,-70.350006
391.958,-0.234741,-0.086609,-1.093445,9.664123,1.450382,-4.877862,0,0,0
391.963,-0.278748,-0.182007,-1.358826,4.854962,4.40458,-2.015267,104.700005,94.200005,-69.900002
391.968,-0.206909,-0.119202,-1.21759,-4.641222,6.541985,1.229008,0,0,0
391.973,-0.155823,-0.035034,-1.076843,-11.152672,6.129771,1.732824,104.700005,93.900002,-70.5
391.978,-0.177368,-0.016846,-1.151733,-13.358779,3.473282,1.351145,0,0,0
391.983,-0.160889,0.022888,-1.081177,-13.824428,0.778626,1.954198,104.250008,93.450005,-70.050003
391.988,-0.110046,0.083191,-0.883057,-10.778625,-1.679389,1.648855,0,0,0
391.993,-0.084717,0.098022,-0.741516,-4.10687,-4.534351,-0.625954,105.450005,93.450005,-70.650002
391.998,-0.110168,0.065369,-0.728455,3.908397,-6.389313,-3.732824,0,0,0
392.003,-0.158691,0.014343,-0.799316,10.236641,-6.366412,-5.70229,104.700005,93.900002,-72
392.008,-0.201904,-0.048401,-0.900696,12.946565,-4.282443,-5.671756,0,0,0
392.013,-0.243591,-0.112671,-1.039246,11.076336,-0.419847,-4.450382,105.000008,92.400002,-69.600006
392.018,-0.267517,-0.16156,-1.176208,4.450382,3.78626,-2.045802,0,0,0
392.023,-0.244995,-0.150208,-1.204712,-5.435114,7.374046,0.572519,104.100006,94.800003,-71.100006
392.028,-0.204468,-0.083008,-1.147095,-14.465649,9.335877,2.427481,0,0,0
392.033,-0.165588,0.001953,-1.070801,-18.931297,9.374045,3.351145,103.200005,95.100006,-70.200005
392.038,-0.123474,0.066589,-0.978455,-17.854961,7.541985,3.580153,0,0,0
392.043,-0.088196,0.106506,-0.883911,-11.862596,4.312977,2.80916,104.400002,93.900002,-69
392.048,-0.075867,0.095398,-0.819031,-3.557252,0.183206,0.740458,0,0,0
392.053,-0.098511,0.045654,-0.8349,4.358778,-3.770992,-2.328244,104.100006,93.300003,-69.900002
392.058,-0.150879,-0.010864,-0.907227,9.503817,-5.839694,-5.068702,0,0,0
392.063,-0.210449,-0.063416,-1.011536,10.671756,-5.709924,-5.984733,104.700005,94.200005,-71.100006
392.068,-0.25,-0.104858,-1.099243,7.923664,-3.40458,-4.78626,0,0,0
392.073,-0.247803,-0.1203,-1.124817,2.053435,0.145038,-2.198473,103.800003,92.400002,-70.5
392.079,-0.224792,-0.092407,-1.097595,-4.969466,3.358779,0.19084,0,0,0
392.083,-0.192444,-0.044983,-1.048157,-10.458015,5.51145,1.396947,104.400002,93.900002,-70.5
392.088,-0.159729,0.011169,-0.976135,-12.610687,5.992366,1.709924,0,0,0
392.093,-0.128479,0.057495,-0.901184,-10.740458,5.229008,1.328244,104.550003,93.75,-70.050003
392.098,-0.110535,0.070312,-0.850037,-5.816794,3.389313,0.29771,0,0,0
392.103,-0.120056,0.040405,-0.869446,0.007634,1.198473,-1.061069,104.100006,94.200005,-71.700005
392.108,-0.144165,-0.010254,-0.931152,4.21374,-0.40458,-2.328244,0,0,0
392.113,-0.179382,-0.05542,-1.012512,5.221374,-0.816794,-2.969466,104.250008,92.850006,-70.050003
392.118,-0.214355,-0.085754,-1.097717,2.923664,-0.053435,-2.564885,0,0,0
392.123,-0.218567,-0.089478,-1.145203,-1.625954,1.351145,-1.183206,104.550003,94.050003,-71.850006
392.128,-0.197144,-0.058838,-1.10968,-6.320611,2.320611,0.320611,0,0,0
392.133,-0.172607,-0.011475,-1.037781,-9.022901,2.374046,0.969466,103.800003,93.900002,-71.400002
392.138,-0.152893,0.028564,-0.970154,-8.656488,1.328244,0.51145,104.250008,93.450005,-70.050003
392.143,-0.141113,0.046936,-0.905334,-5.648855,-0.167939,-0.419847,0,0,0
392.149,-0.143677,0.03894,-0.867554,-1.251908,-1.267176,-1.549618,104.550003,93.450005,-70.950005
392.153,-0.157898,0.009888,-0.875549,2.618321,-1.465649,-2.519084,0,0,0
392.158,-0.176575,-0.024658,-0.912903,4.763359,-0.503817,-3.068702,103.950005,93.450005,-70.950005
392.163,-0.196106,-0.059875,-0.979553,4.580153,1.206107,-2.801527,0,0,0
392.168,-0.209656,-0.085388,-1.059265,1.900763,3.40458,-1.900763,104.850006,93.75,-70.650002
392.173,-0.204956,-0.087463,-1.110352,-2.618321,5.427481,-0.503817,0,0,0
392.178,-0.186768,-0.062195,-1.115723,-7.29771,6.129771,0.564885,104.250008,93.450005,-70.050003
392.183,-0.163879,-0.02002,-1.078064,-10.145039,5.450382,1.129771,0,0,0
392.188,-0.141357,0.026367,-1.009949,-10.137404,3.290076,1.160305,104.250008,93.450005,-70.950005
392.193,-0.124878,0.049622,-0.940247,-7.259542,0.473282,0.435115,0,0,0
392.198,-0.127319,0.049255,-0.893982,-2.671756,-2.358779,-0.954198,105.150002,94.350006,-70.050003
392.203,-0.146851,0.023315,-0.891357,1.870229,-4.08397,-2.29771,0,0,0
392.208,-0.174622,-0.012878,-0.913025,4.679389,-4.206107,-3.099237,103.950005,93.150002,-70.650002
392.213,-0.195618,-0.042664,-0.951477,5.21374,-2.648855,-3.290076,0,0,0
392.218,-0.216187,-0.069763,-1.005249,3.473282,-0.21374,-2.656489,104.100006,94.5,-71.100006
392.223,-0.223755,-0.084473,-1.061218,-0.061069,2.770992,-1.381679,0,0,0
392.228,-0.205261,-0.07373,-1.078796,-4.51145,5.412214,0.022901,104.550003,94.050003,-70.350006
392.233,-0.182556,-0.037842,-1.062683,-8.145039,6.610687,0.694656,0,0,0
392.238,-0.157715,0.000732,-1.020325,-9.519084,6.236641,0.900763,104.400002,92.700005,-70.5
392.243,-0.105591,0.061707,-0.844177,-7.992366,4.290076,0.51145,0,0,0
392.248,-0.097839,0.079956,-0.773376,-2.587786,1.465649,-1.282443,103.950005,93.75,-70.950005
392.253,-0.187622,-0.015381,-1.044434,2.435115,0.251908,-2.48855,0,0,0
392.258,-0.215027,-0.097107,-1.215027,2.519084,0.091603,-0.862595,105.150002,93.75,-71.850006
392.263,-0.156799,-0.053406,-1.038879,-0.801527,0.450382,0.076336,0,0,0
392.268,-0.14917,-0.014954,-0.938599,-2.854962,-0.625954,-1.435115,104.100006,94.200005,-70.200005
392.273,-0.213501,-0.039856,-1.091003,-2.89313,-1.175573,-2.412214,0,0,0
392.278,-0.225159,-0.046448,-1.143005,-4.854962,-0.480916,-0.725191,104.850006,94.650002,-70.050003
392.284,-0.157104,0.002686,-0.949158,-6.419847,0.89313,0.954198,0,0,0
392.288,-0.117188,0.039856,-0.82074,-4.519084,0.938931,-0.152672,103.950005,93.75,-70.350006
392.293,-0.145142,0.028992,-0.846558,-0.496183,0.19084,-2.419847,0,0,0
392.298,-0.178894,-0.004517,-0.918335,2.259542,0.358779,-2.885496,104.550003,94.350006,-70.950005
392.303,-0.177185,-0.030212,-0.941528,2.916031,1.099237,-1.847328,0,0,0
392.308,-0.18158,-0.056091,-0.990234,1.900763,2.40458,-1.091603,103.650002,93.150002,-69.75
392.313,-0.198364,-0.081848,-1.087158,-0.992366,3.290076,-0.603053,0,0,0
392.318,-0.192932,-0.070923,-1.119568,-5.053435,3.923664,0.045802,103.650002,95.25,-70.650002
392.323,-0.167175,-0.018555,-1.049194,-8.129771,3.954198,0.427481,0,0,0
392.329,-0.160156,0.017151,-1.018799,-8.312977,2.961832,0.351145,103.500008,92.100006,-70.200005
392.333,-0.157837,0.02533,-1.024048,-6.305344,1.709924,0.030534,0,0,0
392.338,-0.144897,0.024048,-0.966492,-3.290076,0.366412,-0.40458,103.500008,92.400002,-70.5
392.343,-0.143494,0.016357,-0.919006,-0.10687,-1.061069,-1.503817,0,0,0
392.348,-0.162231,-0.00592,-0.924438,2.29771,-1.816794,-2.496183,104.400002,93.300003,-71.400002
392.353,-0.180298,-0.029907,-0.942261,3.374046,-1.40458,-2.870229,0,0,0
392.358,-0.194763,-0.053162,-0.985291,2.572519,-0.236641,-2.198473,104.250008,93.150002,-70.650002
392.363,-0.199768,-0.06842,-1.020752,0,1.396947,-1.137405,0,0,0
392.368,-0.15155,-0.018555,-0.871948,-3.076336,2.793893,-0.412214,103.650002,94.650002,-69.75
392.373,-0.141724,0.021667,-0.808533,-2.900763,3.061069,-1.442748,0,0,0
392.378,-0.219299,-0.042358,-1.078125,-1.847328,3.778626,-1.740458,104.700005,93.600006,-70.200005
392.383,-0.224365,-0.081604,-1.2146,-3.977099,5.221374,0.366412,0,0,0
392.388,-0.152771,-0.014038,-1.030884,-6.755725,6.145038,1.656489,103.500008,93.600006,-70.800003
392.393,-0.130493,0.020203,-0.975525,-6.419847,4.48855,0.541985,0,0,0
392.398,-0.177429,-0.024292,-1.137085,-3.961832,2.137405,-0.847328,103.200005,94.5,-70.5
392.404,-0.184998,-0.033142,-1.157104,-3.687023,0.267176,-0.564885,0,0,0
392.408,-0.147034,0.00238,-1.000549,-4.007634,-1.076336,-0.427481,104.850006,94.350006,-70.650002
392.413,-0.146362,0.01355,-0.932983,-2.351145,-2.335878,-1.519084,0,0,0
392.418,-0.16626,0.000488,-0.933533,-0.076336,-3.045802,-2.541985,104.250008,94.050003,-69.75
392.423,-0.163757,-0.005005,-0.893066,1.198473,-2.671756,-2.305344,103.650002,94.350006,-70.650002
392.428,-0.154785,-0.004883,-0.848267,2.091603,-2.10687,-1.923664,0,0,0
392.433,-0.168457,-0.025635,-0.874268,2.625954,-1.251908,-2,103.950005,94.050003,-70.650002
392.438,-0.200684,-0.062317,-0.968628,1.473282,0.022901,-1.862595,0,0,0
392.443,-0.208374,-0.075073,-1.033325,-1.687023,1.625954,-0.862595,103.950005,94.650002,-71.25
392.448,-0.193909,-0.052307,-1.021729,-5.206107,3.572519,-0.099237,0,0,0
392.453,-0.188416,-0.024841,-1.038086,-7.229008,4.977099,0.137405,103.500008,94.800003,-71.100006
392.458,-0.189392,-0.017578,-1.092773,-7.78626,5.671756,0.335878,0,0,0
392.463,-0.163391,0.001831,-1.068787,-7.396946,5.89313,0.862595,103.800003,93.300003,-70.200005
392.468,-0.136841,0.023621,-0.999023,-5.625954,4.977099,0.641221,0,0,0
392.473,-0.132263,0.02002,-0.9823,-2.732824,2.732824,-0.549618,106.350006,93.450005,-71.25
392.479,-0.142334,0.004578,-0.979004,0.083969,0.419847,-1.59542,0,0,0
392.483,-0.150879,-0.015381,-0.964233,1.755725,-1.419847,-2,105.000008,93,-70.200005
392.488,-0.166077,-0.031799,-0.96582,1.923664,-2.618321,-2.007634,0,0,0
392.493,-0.18042,-0.041443,-0.971008,0.870229,-3.045802,-1.763359,104.400002,92.400002,-70.5
392.498,-0.191101,-0.041077,-0.961426,-0.832061,-2.503817,-1.358779,0,0,0
392.503,-0.197937,-0.036926,-0.974609,-2.801527,-1.091603,-0.900763,104.250008,93.450005,-71.25
392.508,-0.200745,-0.026245,-0.989258,-4.549618,0.740458,-0.503817,0,0,0
392.513,-0.187073,-0.007629,-0.975464,-5.030534,2.633588,-0.389313,103.950005,94.050003,-71.550003
392.518,-0.176575,0.002563,-0.972107,-4.221374,4.061069,-0.427481,0,0,0
392.523,-0.169434,-0.003967,-0.988586,-2.770992,5.053435,-0.580153,103.650002,94.350006,-69.75
392.528,-0.156555,-0.013489,-0.99408,-1.496183,5.29771,-0.824427,0,0,0
392.533,-0.151489,-0.024963,-1.00177,-0.824427,4.931298,-1.183206,104.700005,93,-70.800003
392.538,-0.158936,-0.03894,-1.042236,-1.083969,3.740458,-1.282443,0,0,0
392.543,-0.156677,-0.03894,-1.047974,-2.251908,2.21374,-0.885496,104.550003,94.050003,-71.850006
392.548,-0.150024,-0.022583,-1.014465,-3.40458,0.419847,-0.59542,0,0,0
392.553,-0.155762,-0.007812,-0.998596,-3.732824,-1.580153,-0.755725,105.150002,93.150002,-69.150002
392.559,-0.166687,-0.001282,-0.981812,-3.236641,-3.068702,-1,0,0,0
392.563,-0.175659,0.001831,-0.952148,-2.358779,-3.496183,-1.229008,105.300003,94.5,-70.5
392.568,-0.188416,-0.005005,-0.947083,-1.19084,-2.938931,-1.450382,0,0,0
392.573,-0.197632,-0.017395,-0.956787,-0.412214,-1.351145,-1.435115,104.550003,93.150002,-70.950005
392.579,-0.198242,-0.026672,-0.954529,-0.358779,1.022901,-1.328244,0,0,0
392.583,-0.192322,-0.034851,-0.971008,-0.740458,3.526718,-1.229008,103.950005,93.450005,-69.75
392.588,-0.186096,-0.041748,-1.009583,-1.816794,5.587786,-0.916031,0,0,0
392.593,-0.172424,-0.037903,-1.033142,-3.091603,6.862596,-0.503817,105.600006,93.300003,-69.900002
392.598,-0.154602,-0.029297,-1.038696,-4.366412,6.824428,-0.137405,0,0,0
392.604,-0.144104,-0.017395,-1.043945,-5.091603,5.259542,-0.068702,104.250008,92.550003,-70.950005
392.608,-0.134583,-0.001404,-1.02002,-4.961832,2.778626,-0.282443,0,0,0
392.613,-0.135376,0.012024,-0.986694,-3.70229,-0.152672,-0.816794,103.650002,93.450005,-71.25
392.618,-0.152954,0.006653,-0.973694,-1.916031,-2.900763,-1.374046,0,0,0
392.623,-0.17218,-0.005798,-0.965881,-0.473282,-4.40458,-1.641221,104.100006,93.600006,-72
392.628,-0.184448,-0.018555,-0.949402,0.236641,-4.290076,-1.763359,0,0,0
392.633,-0.150208,0.013733,-0.788147,0.610687,-3.312977,-1.916031,104.250008,93.75,-70.350006
392.638,-0.155762,0.02356,-0.762939,2.977099,-2.160305,-3.137405,0,0,0
392.643,-0.264099,-0.081604,-1.116577,4.160306,1.083969,-3.343511,103.950005,93.450005,-70.350006
392.648,-0.289307,-0.163452,-1.349854,-0.412214,5.603054,-0.229008,0,0,0
392.654,-0.190308,-0.07605,-1.122375,-7.648855,9.122137,2.21374,104.850006,94.350006,-70.650002
392.658,-0.126892,0.015503,-0.944519,-10.732824,8.969465,1.625954,0,0,0
392.663,-0.150818,0.007568,-1.062012,-9.122137,6.580153,0.045802,104.100006,93.900002,-71.100006
392.668,-0.159302,-0.000916,-1.109985,-7.80916,3.633588,0.152672,0,0,0
392.673,-0.099548,0.048157,-0.893372,-6.160306,1.244275,0.381679,103.350006,93.75,-70.050003
392.678,-0.07843,0.071106,-0.755615,-1.305344,-1.992366,-1.572519,0,0,0
392.683,-0.127319,0.031372,-0.811157,4.290076,-4.70229,-3.832061,104.700005,92.700005,-71.400002
392.688,-0.184875,-0.029663,-0.928528,7.129771,-5.427481,-4.045802,0,0,0
392.693,-0.207153,-0.065918,-0.981934,6.40458,-4.114504,-2.557252,104.550003,93.75,-70.950005
392.698,-0.220764,-0.093567,-1.040771,2.862595,-1.496183,-1.328244,104.100006,93.600006,-71.100006
392.703,-0.238647,-0.108582,-1.13269,-2.59542,0.969466,-0.328244,0,0,0
392.708,-0.228882,-0.076782,-1.137512,-8.625955,3.503817,0.763359,0,0,0
392.713,-0.188232,-0.003601,-1.031921,-12.167939,5.40458,1.351145,104.550003,93.450005,-70.350006
392.718,-0.156067,0.043823,-0.972595,-11.145039,6.038168,1.29771,104.400002,92.700005,-70.800003
392.723,-0.137085,0.050293,-0.961548,-7.160306,5.534351,0.648855,0,0,0
392.728,-0.120544,0.039429,-0.927246,-2.152672,4.183206,-0.48855,105.600006,93.900002,-70.5
392.733,-0.116455,0.01532,-0.893677,2.099237,2.152672,-1.885496,0,0,0
392.738,-0.140137,-0.016479,-0.92627,4.587786,0.236641,-3.198473,103.650002,93.75,-70.950005
392.743,-0.169434,-0.049988,-0.981079,4.755725,-0.954198,-3.381679,0,0,0
392.748,-0.197327,-0.07605,-1.046143,2.48855,-1.267176,-2.358779,103.500008,93,-70.200005
392.753,-0.206543,-0.083618,-1.09021,-1.725191,-0.938931,-0.656489,0,0,0
392.758,-0.192322,-0.051941,-1.058105,-6.129771,-0.267176,0.458015,104.100006,93.300003,-70.800003
392.764,-0.180359,-0.005127,-1.003296,-8.526717,-0.007634,0.534351,0,0,0
392.768,-0.178528,0.023438,-0.982605,-8,0.221374,0.137405,104.250008,93.75,-70.650002
392.773,-0.131348,0.063171,-0.80127,-5.267176,0.435115,-0.458015,0,0,0
392.778,-0.124878,0.067749,-0.737183,0.450382,0.603053,-2.236641,103.350006,93.450005,-70.350006
392.783,-0.191528,-0.004822,-0.930115,5.549618,1.78626,-3.732824,0,0,0
392.788,-0.242737,-0.106506,-1.170471,6.160306,4.480916,-2.587786,104.550003,93.150002,-69.75
392.793,-0.20813,-0.112915,-1.166077,1.603053,7.129771,-0.198473,0,0,0
392.799,-0.162781,-0.074158,-1.089905,-4.076336,7.687023,0.427481,104.250008,94.350006,-70.050003
392.803,-0.179749,-0.060425,-1.174866,-7.694656,5.946565,-0.068702,0,0,0
392.808,-0.178894,-0.030334,-1.18042,-10.984733,3.320611,0.801527,104.250008,94.350006,-70.650002
392.814,-0.134399,0.036133,-1.022095,-11.725191,0.633588,1.755725,0,0,0
392.818,-0.101074,0.077087,-0.863342,-8.671756,-2.740458,1.068702,104.400002,93,-69.900002
392.823,-0.104309,0.073547,-0.788696,-2.458015,-5.732824,-1.244275,0,0,0
392.828,-0.133728,0.050049,-0.776367,3.916031,-7.480916,-3.351145,104.100006,93.300003,-69.600006
392.833,-0.166382,0.004578,-0.820618,8.534351,-7.244275,-4.526718,0,0,0
392.838,-0.210754,-0.050659,-0.914246,10.21374,-4.59542,-4.717557,104.850006,93.75,-70.950005
392.843,-0.252014,-0.107544,-1.042297,7.862596,-0.778626,-3.526718,0,0,0
392.848,-0.25946,-0.138062,-1.137207,1.824427,3.885496,-1.534351,104.850006,93.450005,-70.650002
392.853,-0.232483,-0.115356,-1.139465,-5.969466,8.091603,0.496183,0,0,0
392.859,-0.19873,-0.065369,-1.113525,-12.389313,10.396947,1.908397,103.800003,93,-69.900002
392.863,-0.166626,-0.004944,-1.08075,-15.541985,10.78626,2.48855,0,0,0
392.868,-0.121277,0.04895,-1.006592,-14.648855,9.129771,2.763359,104.250008,92.850006,-71.25
392.874,-0.085876,0.088318,-0.906555,-9.977099,5.465649,2.083969,0,0,0
392.878,-0.075684,0.081726,-0.846985,-2.984733,0.793893,0.312977,104.400002,92.100006,-70.200005
392.884,-0.104065,0.0354,-0.86731,3.70229,-3.70229,-2.267176,0,0,0
392.888,-0.154114,-0.018127,-0.934509,7.717557,-6.519084,-4.167939,104.400002,93.600006,-69.900002
392.893,-0.203613,-0.061035,-1.002258,8.114504,-6.931298,-4.625954,0,0,0
392.898,-0.236511,-0.088074,-1.053406,5.419847,-5.122138,-3.633588,103.500008,93.900002,-70.5
392.903,-0.243896,-0.094482,-1.077454,0.70229,-1.916031,-1.748092,0,0,0
392.908,-0.229187,-0.078735,-1.068359,-4.633588,1.526718,-0.030534,103.800003,93.900002,-71.400002
392.913,-0.202698,-0.041016,-1.032593,-8.648855,4.442748,0.832061,0,0,0
392.918,-0.171753,0.007812,-0.979858,-10,6.21374,0.916031,104.700005,93.600006,-71.400002
392.923,-0.144165,0.038574,-0.930054,-8.351145,6.541985,0.305344,0,0,0
392.928,-0.125183,0.045898,-0.897949,-4.496183,5.679389,-0.312977,104.250008,93.75,-70.350006
392.933,-0.121765,0.02417,-0.903198,-0.099237,3.824427,-1.145038,0,0,0
392.938,-0.137024,-0.01532,-0.949768,2.832061,1.870229,-1.954198,105.750008,94.050003,-70.350006
392.943,-0.166748,-0.055542,-1.028931,3.068702,0.526718,-2.282443,0,0,0
392.948,-0.188843,-0.076294,-1.085999,0.557252,-0.091603,-1.725191,105.450005,93.450005,-70.950005
392.954,-0.19104,-0.064819,-1.087036,-3.259542,-0.221374,-0.458015,103.800003,93.600006,-69.900002
392.958,-0.182495,-0.03363,-1.062561,-6.38168,-0.366412,0.450382,0,0,0
392.963,-0.173401,0.000671,-1.018372,-7.389313,-0.801527,0.396947,0,0,0
392.968,-0.166626,0.027466,-0.965515,-6.19084,-1.335878,-0.229008,104.250008,93.75,-70.950005
392.973,-0.167542,0.033997,-0.92511,-3.29771,-1.549618,-1.007634,0,0,0
392.978,-0.17157,0.017212,-0.908997,0.061069,-1.19084,-1.877863,104.100006,94.5,-70.5
392.983,-0.175659,-0.008606,-0.909973,2.549618,0.206107,-2.312977,0,0,0
392.988,-0.182251,-0.034241,-0.937378,3.427481,2.19084,-2.40458,105.000008,93.600006,-69.600006
392.993,-0.190308,-0.060913,-0.99469,2.358779,4.229008,-1.916031,104.400002,93.600006,-70.800003
392.998,-0.187744,-0.072754,-1.050049,-0.374046,5.946565,-1.053435,0,0,0
393.003,-0.173523,-0.063843,-1.078857,-4.175572,6.61832,0.045802,105.000008,93,-70.200005
393.008,-0.160156,-0.037292,-1.076233,-7.358778,5.725191,0.59542,0,0,0
393.013,-0.146606,-0.001099,-1.042297,-8.793893,3.450382,0.770992,104.850006,93.75,-70.650002
393.018,-0.138123,0.030518,-0.991333,-7.832061,0.435115,0.480916,0,0,0
393.023,-0.137878,0.037964,-0.952209,-4.870229,-2.465649,-0.351145,103.350006,93.150002,-70.650002
393.028,-0.154724,0.026184,-0.933228,-1.137405,-4.458015,-1.328244,0,0,0
393.033,-0.174072,-0.000183,-0.928162,1.954198,-4.732824,-2.183206,105.000008,93.900002,-70.200005
393.038,-0.191711,-0.025085,-0.939758,3.389313,-3.473282,-2.770992,0,0,0
393.043,-0.209778,-0.047852,-0.97113,3.114504,-1.053435,-2.549618,104.100006,93.900002,-69.900002
393.048,-0.217224,-0.063293,-1.005676,1.21374,1.969466,-1.847328,0,0,0
393.053,-0.209351,-0.066223,-1.041504,-1.877863,4.961832,-0.755725,104.250008,94.350006,-69.450005
393.058,-0.185974,-0.049927,-1.046204,-5.175572,6.862596,0.061069,0,0,0
393.063,-0.162903,-0.019836,-1.027771,-7.229008,7.068702,0.442748,104.850006,93.75,-71.25
393.068,-0.143372,0.009521,-1.003296,-7.412214,5.816794,0.389313,0,0,0
393.073,-0.131165,0.023926,-0.969421,-5.778626,3.503817,0.053435,103.500008,93,-69.600006
393.079,-0.131226,0.023743,-0.948547,-2.938931,0.748092,-0.671756,0,0,0
393.083,-0.146118,0.005127,-0.949585,-0.152672,-1.610687,-1.557252,104.100006,93.300003,-70.200005
393.088,-0.166687,-0.022339,-0.966797,1.534351,-2.793893,-2.022901,0,0,0
393.093,-0.185547,-0.04187,-0.986877,1.534351,-2.725191,-1.977099,103.650002,92.850006,-70.950005
393.098,-0.199707,-0.05304,-1.01062,0.183206,-1.564885,-1.503817,0,0,0
393.103,-0.205017,-0.052002,-1.031738,-2.10687,0.175573,-0.832061,104.100006,93,-70.5
393.108,-0.196716,-0.038086,-1.032104,-4.396946,2.007634,-0.175573,0,0,0
393.113,-0.182251,-0.011414,-1.010925,-5.572519,3.198473,-0.030534,104.850006,92.550003,-70.650002
393.118,-0.165527,0.008484,-0.982178,-5.236641,3.671756,-0.282443,0,0,0
393.123,-0.15686,0.015686,-0.958374,-3.480916,3.458015,-0.671756,103.500008,93.600006,-69.900002
393.128,-0.148438,0.00769,-0.950134,-1.267176,2.580153,-1.137405,0,0,0
393.133,-0.150452,-0.011841,-0.945007,0.381679,1.732824,-1.534351,105.000008,93.300003,-70.5
393.138,-0.160828,-0.032654,-0.966309,0.946565,1.076336,-1.755725,0,0,0
393.143,-0.172119,-0.045959,-0.991577,0.114504,0.793893,-1.389313,103.950005,94.050003,-69.150002
393.148,-0.177124,-0.047485,-1.013733,-1.717557,0.832061,-0.877863,0,0,0
393.153,-0.179871,-0.041443,-1.030762,-3.740458,1.038168,-0.366412,104.400002,93,-69.900002
393.158,-0.177185,-0.023499,-1.035583,-5.167939,1.061069,-0.022901,0,0,0
393.163,-0.172974,-0.005005,-1.024292,-5.458015,0.839695,-0.030534,104.100006,93,-71.100006
393.169,-0.170715,0.010498,-1.000244,-4.450382,0.358779,-0.458015,0,0,0
393.173,-0.169678,0.011658,-0.973022,-2.549618,0.030534,-1.068702,104.100006,93.900002,-70.5
393.178,-0.172302,0.001343,-0.955261,-0.633588,0,-1.610687,0,0,0
393.183,-0.174927,-0.013367,-0.948914,0.633588,0.534351,-1.832061,104.700005,93,-70.800003
393.188,-0.176453,-0.031189,-0.956909,0.916031,1.48855,-1.763359,0,0,0
393.193,-0.176941,-0.040955,-0.971375,0.10687,2.526718,-1.496183,103.950005,93.450005,-70.650002
393.198,-0.176086,-0.04425,-0.994202,-1.572519,3.435115,-1,0,0,0
393.203,-0.167542,-0.037781,-1.011597,-3.48855,3.801527,-0.358779,105.300003,93.600006,-70.800003
393.209,-0.160522,-0.024719,-1.01825,-4.946565,3.450382,-0.015267,0,0,0
393.213,-0.158691,-0.009399,-1.024658,-5.38168,2.358779,-0.030534,104.550003,94.350006,-71.25
393.218,-0.156372,0.001953,-1.014221,-4.763359,1.015267,-0.351145,0,0,0
393.223,-0.161804,0.005676,-1.000305,-3.412214,-0.419847,-0.793893,104.400002,93.300003,-70.800003
393.228,-0.168884,0.000977,-0.986267,-1.725191,-1.206107,-1.152672,0,0,0
393.233,-0.178772,-0.012573,-0.976013,-0.389313,-1.312977,-1.435115,103.650002,93.150002,-70.050003
393.239,-0.185669,-0.025879,-0.969543,0.083969,-0.587786,-1.648855,104.250008,92.850006,-70.650002
